,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,CALIFICACION
15129,0,1,2,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,2,5,63,71,71,61,75,336,GANO
15131,0,4,2,3,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1,2,1,57,54,56,54,53,275,GANO
15133,0,3,3,3,1,1,0,1,1,0,1,0,0,1,0,3,0,0,1,2,1,48,49,34,31,43,203,REGULAR
15135,0,4,2,2,1,1,1,1,0,0,0,1,2,2,0,2,0,0,1,2,1,71,65,73,67,64,343,GANO
15136,0,3,2,3,1,1,1,1,0,1,0,0,1,1,0,2,0,0,1,2,1,71,74,70,74,67,359,GANO
15138,0,6,2,3,1,1,1,1,1,1,1,1,1,2,4,2,0,0,1,2,1,58,53,48,47,70,265,GANO
15139,0,5,2,3,1,1,1,1,1,1,0,1,2,1,2,1,0,1,1,1,5,76,64,69,66,76,347,GANO
15143,0,2,2,4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,5,54,58,46,51,73,269,GANO
15144,0,3,2,3,0,1,0,1,0,0,0,1,1,1,4,3,1,0,1,2,3,45,42,35,34,29,191,REGULAR
15145,0,3,3,3,1,1,0,1,1,1,0,0,0,2,0,2,0,0,1,2,3,56,41,38,37,29,210,REGULAR
15147,0,5,2,3,1,1,1,1,1,1,0,1,1,0,4,3,0,0,1,1,5,70,69,60,62,88,335,GANO
15148,0,3,2,3,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,2,3,48,42,50,54,49,243,REGULAR
15151,0,6,2,4,1,1,1,1,1,1,1,1,2,1,3,3,0,0,1,2,5,70,70,70,63,78,345,GANO
15152,0,2,3,3,1,1,1,1,1,0,1,0,0,1,1,3,0,0,2,2,1,67,68,69,66,70,338,GANO
15153,0,3,3,5,1,1,1,1,1,0,1,0,0,1,4,3,0,0,3,2,1,40,35,47,41,55,209,REGULAR
15154,0,3,1,2,1,1,1,1,1,0,0,1,0,1,4,1,0,0,2,2,1,66,69,64,63,70,329,GANO
15155,0,2,2,3,1,1,1,1,1,0,1,0,0,1,4,1,0,0,3,2,1,43,49,44,36,30,210,REGULAR
15157,0,2,2,3,1,1,1,1,1,0,0,0,1,2,3,1,0,0,3,2,1,71,61,62,63,74,325,GANO
15158,0,3,2,2,1,0,1,1,0,0,1,0,0,1,4,0,0,0,2,2,0,57,58,57,56,62,287,GANO
15159,0,2,3,2,1,1,0,1,1,0,1,0,1,1,4,2,1,0,1,2,3,50,48,42,37,46,222,REGULAR
15161,0,3,2,2,1,1,1,1,1,1,1,1,1,1,0,3,0,0,2,2,5,65,55,44,49,59,268,GANO
15162,0,2,1,2,1,0,1,0,0,0,1,0,0,2,4,2,0,0,1,2,1,51,41,46,53,41,236,REGULAR
15163,0,3,3,5,1,1,1,1,1,1,1,0,3,0,0,1,0,0,1,2,0,59,63,42,56,47,272,GANO
15164,0,3,2,1,1,0,1,1,0,0,0,0,1,1,2,2,0,0,3,2,1,61,61,51,67,46,295,GANO
15165,0,3,1,2,1,1,1,1,1,0,0,0,0,1,2,3,0,0,1,2,5,63,56,60,57,55,293,GANO
15166,0,1,2,3,0,0,1,1,1,1,1,1,2,2,0,1,0,0,3,2,1,39,42,37,32,44,190,REGULAR
15167,0,2,3,4,1,1,0,1,0,0,1,0,0,1,3,1,0,0,1,2,1,54,54,57,51,54,270,GANO
15168,0,2,2,2,1,1,1,1,1,1,0,0,0,1,4,3,0,0,1,2,1,56,48,56,58,50,271,GANO
15169,0,2,5,5,1,1,1,0,0,0,0,1,2,1,4,2,0,0,1,2,5,64,62,64,61,81,321,GANO
15170,0,3,4,6,1,1,1,1,1,1,1,0,0,2,4,2,0,0,2,2,1,45,41,42,41,45,212,REGULAR
15172,0,3,2,3,1,1,1,1,1,1,1,1,1,2,4,3,0,1,2,2,5,63,61,58,57,62,300,GANO
15173,0,2,1,2,1,1,0,1,0,0,1,0,0,0,2,1,0,0,3,1,5,60,40,44,51,53,245,REGULAR
15174,0,3,4,4,1,1,1,1,1,0,0,1,1,1,0,3,0,0,3,2,1,50,47,44,36,41,220,REGULAR
15175,0,3,2,3,1,1,1,1,0,1,0,0,1,0,1,2,0,0,2,2,1,75,73,75,77,72,374,GANO
15176,0,2,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,2,1,72,63,59,64,57,320,GANO
15177,0,2,1,2,1,0,1,0,0,0,0,0,0,1,0,3,0,0,1,2,4,49,51,44,49,43,239,REGULAR
15179,0,1,2,2,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,2,4,35,43,36,35,40,187,REGULAR
15180,0,3,4,5,1,1,1,0,1,1,1,1,0,1,4,0,0,0,2,2,5,51,54,54,45,45,253,GANO
15181,0,3,2,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,2,5,52,55,55,56,50,271,GANO
15182,0,3,2,2,1,1,1,1,1,1,1,1,0,1,2,2,0,0,3,2,1,64,34,50,46,62,248,REGULAR
15183,0,3,2,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,2,0,50,56,47,57,43,259,GANO
15185,0,1,3,3,1,0,1,1,0,0,1,0,0,2,0,3,0,0,1,2,1,53,50,45,44,32,234,REGULAR
15186,0,6,3,5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,2,5,57,55,52,53,54,271,GANO
15187,0,3,2,4,1,1,1,1,0,1,0,0,2,1,1,2,0,0,3,2,5,46,63,60,51,54,275,GANO
15189,0,2,2,3,1,1,1,1,1,1,0,1,3,2,2,2,0,0,1,1,5,68,69,64,71,82,345,GANO
15195,0,6,3,5,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,5,60,60,53,43,48,268,GANO
15199,0,5,3,3,1,1,1,1,1,1,1,1,2,1,3,3,0,0,1,1,5,75,67,65,80,86,364,GANO
15201,0,3,2,3,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,2,4,48,38,41,25,48,194,REGULAR
15202,0,2,2,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,2,1,43,53,44,35,40,217,REGULAR
15203,0,5,2,3,1,1,1,1,1,1,0,0,2,2,0,3,0,0,1,2,5,60,71,65,64,56,322,GANO
15204,0,3,2,2,1,1,1,1,1,1,1,0,1,1,2,1,0,0,1,2,1,60,71,68,57,67,321,GANO
15206,0,2,2,2,1,1,0,1,0,0,0,0,0,2,4,1,0,0,1,2,4,39,46,38,48,35,211,REGULAR
15207,0,2,3,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2,4,47,37,36,37,48,200,REGULAR
15208,0,1,2,2,1,1,1,1,1,0,1,0,0,2,1,2,0,0,1,2,4,54,48,42,37,38,223,REGULAR
15209,0,2,2,2,1,0,0,1,0,0,0,0,0,1,0,3,0,0,1,2,4,75,60,64,68,70,335,GANO
15210,0,3,2,2,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,2,4,60,57,48,51,48,268,GANO
15211,0,6,3,5,1,0,1,1,1,1,1,1,2,1,4,3,0,0,1,2,1,39,64,45,41,47,236,REGULAR
15212,0,2,3,3,1,1,1,1,1,1,1,1,1,1,4,1,0,0,2,2,1,58,54,57,51,47,272,GANO
15213,0,6,3,4,1,1,1,1,1,1,0,1,0,1,0,2,0,1,1,1,5,66,64,63,62,82,326,GANO
15214,0,3,2,3,1,1,1,1,0,1,1,0,0,1,0,3,0,0,2,2,1,61,58,50,44,48,264,GANO
15215,0,3,2,3,1,1,1,1,1,1,0,0,1,0,4,4,0,0,2,2,5,60,69,65,61,71,322,GANO
15216,0,2,3,4,1,1,1,0,0,1,1,0,0,1,0,2,0,0,2,2,1,73,72,66,61,79,344,GANO
15219,0,3,2,2,1,1,1,1,0,0,1,0,0,1,1,3,0,0,2,2,1,65,61,55,56,58,296,GANO
15220,0,3,2,3,1,1,1,1,1,1,1,0,2,1,1,2,0,0,2,2,1,73,65,63,65,63,331,GANO
15221,0,3,2,1,1,1,0,1,0,0,0,1,0,1,4,3,0,0,2,2,1,63,65,66,55,69,314,GANO
15223,0,5,2,3,1,1,1,1,1,1,0,0,1,1,4,1,0,1,1,2,5,66,73,70,70,88,356,GANO
15224,0,2,2,3,1,1,1,1,1,1,1,0,1,1,1,2,0,0,1,2,1,53,46,38,38,46,220,REGULAR
15227,0,2,2,3,1,1,1,1,1,1,1,0,1,0,2,2,0,0,2,2,5,58,53,56,53,59,277,GANO
15230,0,3,2,3,1,1,1,1,1,1,1,0,1,2,2,3,0,0,1,2,1,56,45,46,43,47,237,REGULAR
15231,0,2,2,2,0,0,1,1,1,0,1,1,1,1,4,3,0,0,2,2,1,41,37,45,28,41,190,REGULAR
15232,0,4,2,2,1,1,1,1,1,1,1,0,3,2,1,3,0,1,1,2,5,71,72,70,79,86,370,GANO
15235,0,3,3,3,1,1,1,1,1,1,0,0,0,2,4,1,0,1,1,2,5,68,54,56,63,79,308,GANO
15236,0,3,2,3,1,1,1,1,0,0,0,0,2,0,4,1,0,0,2,2,0,64,64,63,69,51,320,GANO
15237,0,3,2,2,1,1,1,1,1,1,1,0,2,1,3,1,0,0,1,2,1,72,56,65,69,67,328,GANO
15238,0,5,2,4,1,0,1,1,1,1,1,0,1,1,1,2,0,0,1,2,1,61,54,55,53,58,280,GANO
15242,0,3,2,2,1,1,1,1,1,0,0,1,1,1,0,2,0,0,1,2,1,53,40,44,53,39,234,REGULAR
15244,0,5,3,5,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,2,1,49,45,38,27,47,202,REGULAR
15245,0,4,2,3,1,0,1,1,1,0,0,1,2,1,3,2,0,0,1,2,1,69,66,60,56,75,318,GANO
15247,0,1,2,3,1,1,0,1,1,0,1,0,0,1,1,2,0,0,1,2,1,33,34,42,32,39,178,REGULAR
15248,0,2,2,2,1,1,1,1,0,0,0,1,1,1,4,0,0,0,1,2,4,34,29,37,26,43,162,REGULAR
15249,0,3,2,3,1,1,1,1,1,0,0,0,1,1,4,3,0,0,1,2,3,51,46,41,53,36,234,REGULAR
15250,0,4,2,3,1,1,1,1,1,1,0,1,3,1,0,1,0,0,1,2,5,59,63,57,56,80,302,GANO
15251,0,1,2,2,0,1,0,0,0,0,1,0,2,1,0,1,0,0,1,2,3,67,71,62,59,59,322,GANO
15252,0,2,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,3,64,72,68,52,59,318,GANO
15254,0,5,2,3,1,1,1,1,1,1,1,1,2,1,4,2,0,0,1,2,5,65,69,65,63,74,331,GANO
15255,0,3,1,2,1,1,0,1,0,0,1,0,0,1,4,0,0,0,1,2,3,52,38,29,34,43,193,REGULAR
15256,0,3,2,2,1,1,1,1,1,1,0,1,1,2,4,1,0,0,1,2,5,66,53,45,56,61,277,GANO
15258,0,3,3,3,1,1,1,1,1,1,1,0,2,1,0,3,0,0,1,2,1,63,55,53,46,57,272,GANO
15259,0,4,1,1,0,0,0,1,0,0,0,0,0,1,4,2,0,0,1,2,1,56,58,40,50,55,257,GANO
15261,0,2,2,2,0,0,0,1,0,1,0,0,0,1,4,1,0,0,3,2,4,48,56,54,39,31,239,REGULAR
15262,0,3,3,3,1,1,1,1,1,1,0,0,2,1,1,1,0,0,2,2,1,63,48,50,59,51,273,GANO
15263,0,3,3,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,2,1,58,56,60,62,54,293,GANO
15264,0,2,2,2,1,1,0,1,0,0,0,0,1,0,4,3,0,0,2,2,1,64,61,52,66,50,300,GANO
15265,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,2,5,60,56,53,53,55,277,GANO
15266,0,3,3,4,1,1,1,1,1,0,0,1,2,1,3,1,0,0,1,2,1,41,30,33,41,48,186,REGULAR
15267,0,2,2,3,1,0,0,1,0,1,0,0,1,1,4,3,0,0,2,2,5,77,71,65,70,78,357,GANO
15268,0,3,2,2,1,1,1,1,0,1,0,1,1,1,1,2,0,0,3,2,5,65,63,51,55,60,293,GANO
15269,0,3,1,2,1,1,1,1,1,1,1,1,0,1,4,1,0,0,1,2,1,51,49,47,48,49,244,REGULAR
15270,0,3,2,4,1,1,1,1,1,0,0,1,0,1,4,3,0,0,3,2,5,64,64,59,62,68,313,GANO
15272,0,3,2,3,1,1,1,1,1,1,1,1,3,0,1,2,0,0,3,2,2,71,63,67,70,66,338,GANO
15273,0,3,5,4,1,0,1,1,1,1,1,0,2,1,4,2,0,0,3,2,1,74,65,63,64,69,333,GANO
15274,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,2,5,64,69,61,68,73,330,GANO
15275,0,3,2,2,1,1,1,1,0,1,0,0,0,1,1,2,0,0,2,2,1,52,52,55,54,47,264,GANO
15276,0,4,2,3,1,1,1,1,1,1,1,1,2,1,4,3,0,0,1,2,5,73,59,59,67,81,329,GANO
15277,0,4,1,2,1,1,1,1,1,1,1,0,2,1,2,2,0,0,2,2,1,68,45,54,68,65,296,GANO
15278,0,3,3,3,1,0,1,1,1,0,0,0,0,0,4,3,0,0,1,2,3,44,44,34,42,57,211,REGULAR
15279,0,2,2,3,1,1,1,1,0,0,0,0,1,1,0,3,0,0,1,2,4,60,55,57,50,50,275,GANO
15280,0,3,2,3,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2,2,1,56,37,38,51,43,227,REGULAR
15281,0,5,2,2,1,1,1,1,1,1,0,1,3,2,1,3,0,0,1,2,5,67,71,65,65,77,339,GANO
15282,0,3,3,6,1,1,1,1,1,1,1,1,2,2,0,3,0,0,1,2,1,48,42,44,49,41,227,REGULAR
15283,0,3,3,3,1,1,1,1,1,1,0,0,2,1,0,2,0,0,1,2,1,54,51,51,37,62,247,REGULAR
15285,0,6,2,4,1,1,1,1,1,1,0,1,3,2,1,3,0,1,1,2,5,73,73,71,74,100,374,GANO
15286,0,2,2,2,1,1,1,1,1,0,1,0,2,1,0,1,0,1,1,2,5,68,69,73,74,79,358,GANO
15288,0,2,1,3,1,1,1,1,0,1,1,1,0,2,0,1,0,0,2,2,1,32,24,41,40,43,175,REGULAR
15291,0,5,2,3,1,1,1,1,1,1,0,0,2,0,2,1,0,0,1,2,5,68,54,53,53,73,291,GANO
15295,0,3,2,2,1,1,1,1,1,1,0,0,0,1,1,2,0,0,1,2,4,44,38,46,41,49,214,REGULAR
15296,0,2,2,2,1,1,1,1,0,0,0,0,1,0,0,3,0,0,1,2,4,44,36,46,34,43,201,REGULAR
15297,0,4,2,3,1,1,1,1,1,1,1,1,2,1,1,3,0,0,1,2,1,49,42,52,48,41,236,REGULAR
15298,0,3,3,4,1,1,1,1,1,0,0,1,0,2,0,0,0,0,1,2,4,31,26,36,24,37,149,PERDIO
15299,0,3,2,3,1,1,1,1,1,0,1,1,1,2,4,3,0,0,1,2,3,40,27,36,38,36,177,REGULAR
15301,0,3,2,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,2,2,0,64,60,46,50,61,277,GANO
15302,0,1,2,2,0,1,0,1,0,0,0,0,1,1,1,4,0,0,3,2,1,48,32,40,35,47,197,REGULAR
15303,0,1,2,3,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,1,50,50,39,33,29,210,REGULAR
15304,0,3,2,3,1,1,1,1,0,0,1,1,0,2,0,3,0,0,2,2,1,59,60,62,58,56,297,GANO
15305,0,3,4,6,1,1,1,1,1,1,1,1,1,2,1,3,0,0,2,2,0,68,63,64,66,52,321,GANO
15306,0,3,2,3,1,1,1,1,1,1,0,1,0,1,0,2,0,0,2,2,0,68,66,64,64,74,331,GANO
15307,0,3,2,3,1,1,1,1,0,0,1,1,1,2,0,2,0,0,2,2,1,68,57,57,64,60,307,GANO
15308,0,3,2,3,1,1,1,1,0,1,1,0,2,2,1,1,0,0,1,2,5,72,55,53,63,62,304,GANO
15309,0,5,1,2,1,1,1,1,1,1,0,1,0,1,4,2,0,0,1,1,5,51,56,36,38,51,228,REGULAR
15310,0,2,3,2,1,1,1,1,1,0,1,1,1,1,1,2,0,0,2,2,5,39,46,41,39,56,212,REGULAR
15311,0,3,3,3,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,2,5,64,60,67,56,47,303,GANO
15312,0,3,2,3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2,2,5,50,47,52,47,61,250,REGULAR
15313,0,2,2,3,1,1,1,1,1,1,0,0,0,1,0,3,0,0,2,2,5,65,67,61,64,56,318,GANO
15314,0,3,2,4,1,1,1,1,1,1,1,1,1,2,1,2,0,0,2,2,1,67,61,58,66,48,309,GANO
15315,0,3,2,2,1,1,0,1,0,0,0,0,1,1,1,3,0,0,3,2,1,58,53,41,42,65,249,REGULAR
15317,0,3,3,6,1,1,1,1,1,1,1,1,0,1,4,3,0,0,3,2,1,39,42,40,35,41,196,REGULAR
15318,0,5,2,2,1,1,1,1,1,0,1,1,0,1,1,2,0,0,3,2,1,57,66,55,57,56,293,GANO
15319,0,2,2,3,1,1,1,1,1,1,1,1,3,2,4,2,0,0,3,2,1,45,30,38,37,27,183,REGULAR
15320,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,3,0,0,2,2,5,49,62,50,44,66,262,GANO
15321,0,4,3,4,1,1,1,1,1,1,0,1,0,2,4,3,0,0,1,2,5,56,51,42,38,49,235,REGULAR
15323,0,1,3,5,1,1,1,1,1,1,1,0,0,2,0,3,0,0,2,2,1,52,50,43,45,42,235,REGULAR
15325,0,3,2,2,1,1,0,1,1,1,0,0,3,1,1,3,0,0,1,2,1,68,69,67,57,71,328,GANO
15327,0,5,2,4,1,1,1,1,1,1,0,1,3,2,4,3,0,0,1,2,5,77,71,75,59,75,354,GANO
15328,0,3,2,3,1,1,1,1,1,0,0,1,2,0,0,2,0,0,2,2,1,65,73,70,67,68,343,GANO
15331,0,3,2,3,1,1,1,1,1,1,0,0,2,2,1,3,0,0,1,2,5,57,49,49,58,50,265,GANO
15333,0,6,3,4,1,1,1,1,1,1,0,1,2,2,0,2,0,1,1,2,5,68,70,68,60,81,338,GANO
15335,0,3,3,3,1,1,1,1,1,0,0,0,0,1,2,2,0,0,1,2,4,63,53,54,56,68,287,GANO
15336,0,6,2,4,1,1,1,1,1,1,0,0,0,2,4,2,0,0,1,1,5,70,72,65,72,78,352,GANO
15344,0,6,2,3,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,2,5,77,63,61,67,83,341,GANO
15345,0,3,1,2,1,1,1,1,0,0,0,0,3,0,0,1,0,0,1,2,1,54,36,44,51,40,229,REGULAR
15346,0,3,2,2,1,1,1,1,1,0,0,1,0,0,0,2,0,0,2,2,1,71,72,69,63,83,349,GANO
15347,0,1,3,4,1,1,0,1,1,0,1,0,0,1,0,2,0,0,1,2,1,51,62,60,51,71,286,GANO
15348,0,3,3,5,1,1,1,1,1,0,0,0,1,0,4,3,0,0,2,2,1,71,71,66,60,65,334,GANO
15349,0,5,2,3,1,1,1,1,1,1,0,1,1,0,4,3,0,0,1,2,5,75,74,71,66,79,360,GANO
15350,0,2,3,2,0,0,0,0,0,0,0,0,2,0,1,4,0,0,2,2,0,60,52,50,55,50,270,GANO
15351,0,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,44,50,40,50,46,230,REGULAR
15353,0,2,2,2,1,0,0,1,0,0,0,0,0,1,1,3,0,0,2,2,1,56,48,48,44,47,244,REGULAR
15354,0,3,2,3,1,1,0,1,0,0,0,0,0,1,2,3,0,0,1,2,5,50,49,47,42,47,235,REGULAR
15355,0,3,2,3,1,1,1,1,1,0,0,0,2,2,1,3,0,0,2,2,5,67,62,72,76,67,345,GANO
15356,0,3,2,2,1,1,1,1,0,0,1,0,1,0,0,2,0,0,1,2,4,57,57,45,55,50,266,GANO
15357,0,2,3,3,1,1,1,1,1,1,1,1,0,1,4,3,0,0,3,2,1,58,79,67,59,58,326,GANO
15358,0,3,3,6,1,1,1,1,1,1,1,0,2,2,1,1,0,0,3,2,2,62,56,56,56,58,288,GANO
15359,0,5,1,2,1,1,1,1,1,1,0,1,2,1,0,2,0,1,1,1,5,58,72,70,67,84,340,GANO
15360,0,3,2,1,1,1,1,1,1,1,1,0,0,2,1,2,0,1,2,2,5,61,57,55,56,72,292,GANO
15361,0,3,2,3,1,1,1,1,1,1,0,0,0,2,0,2,0,0,2,2,0,69,64,55,58,55,305,GANO
15362,0,4,2,3,1,1,1,1,1,1,0,0,2,1,1,1,0,0,2,2,5,68,58,55,62,60,303,GANO
15363,0,5,2,3,1,1,1,1,1,1,1,1,0,2,1,2,0,0,1,2,5,51,57,50,57,67,274,GANO
15364,0,5,2,2,1,1,1,1,1,1,1,0,1,1,0,2,0,0,3,2,5,68,65,63,66,74,331,GANO
15365,0,4,1,2,1,1,1,1,1,0,1,0,2,1,0,0,0,0,1,2,1,55,56,58,59,62,287,GANO
15366,0,2,3,3,1,1,1,1,0,1,1,0,0,1,1,2,0,0,2,2,5,60,52,60,64,57,294,GANO
15367,0,5,2,3,1,1,1,1,1,1,0,1,3,2,1,0,0,1,1,1,5,72,72,68,80,84,369,GANO
15368,0,6,2,3,1,1,1,1,1,1,0,1,3,1,0,3,0,1,1,2,5,62,56,52,55,76,289,GANO
15371,0,4,2,3,1,1,0,1,1,0,1,1,1,2,4,3,0,0,1,2,3,45,54,46,35,39,223,REGULAR
15373,0,3,2,2,1,1,1,1,1,0,0,0,1,1,1,3,0,0,1,2,3,58,44,43,35,39,223,REGULAR
15376,0,6,3,4,1,1,1,1,1,1,0,0,1,2,1,1,0,1,1,1,5,69,66,60,70,81,337,GANO
15377,0,5,4,6,1,1,1,1,1,1,0,1,2,0,2,3,0,0,1,2,1,63,44,54,55,49,268,GANO
15378,0,2,2,2,0,1,1,1,1,0,0,1,1,1,4,3,0,0,1,2,3,50,46,45,47,32,229,REGULAR
15379,0,2,3,3,1,1,0,1,1,0,0,0,2,2,4,1,0,0,1,2,3,49,52,31,39,39,212,REGULAR
15380,0,3,4,5,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,2,3,52,59,47,56,48,265,GANO
15381,0,6,2,3,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,2,5,66,63,62,61,69,317,GANO
15382,0,3,2,2,1,1,1,1,1,0,0,0,1,1,4,3,0,0,1,2,3,58,46,54,54,60,268,GANO
15383,0,3,1,2,0,1,0,1,0,0,0,0,0,1,1,2,0,0,2,2,1,61,58,67,55,59,301,GANO
15384,0,2,2,2,1,1,0,0,1,0,0,0,0,0,4,3,0,0,2,2,1,54,48,55,47,60,258,GANO
15385,0,0,2,2,1,1,1,1,1,0,1,0,1,1,3,3,0,0,0,1,4,51,56,52,50,63,265,GANO
15386,0,4,2,3,1,1,1,1,1,1,1,1,1,2,0,3,0,0,1,2,5,57,60,58,53,64,288,GANO
15387,0,5,2,3,1,1,1,1,1,1,0,1,0,1,0,2,0,0,1,2,1,40,44,43,41,47,212,REGULAR
15388,0,3,1,2,1,1,1,1,1,0,1,1,0,1,1,3,0,0,3,2,1,61,61,63,49,54,291,GANO
15389,0,1,5,6,1,1,0,1,1,0,0,0,1,1,0,3,0,0,2,2,1,59,56,47,43,48,255,GANO
15390,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,3,2,2,64,63,51,56,55,291,GANO
15391,0,6,2,4,1,1,1,1,1,1,0,0,0,1,4,2,0,0,1,2,5,67,64,61,68,69,327,GANO
15393,0,3,2,2,1,1,1,1,1,1,1,1,1,1,4,3,0,0,2,2,5,58,52,58,52,57,276,GANO
15395,0,5,3,4,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,2,5,58,55,59,63,46,289,GANO
15399,0,1,2,3,1,0,1,1,0,0,0,0,2,1,0,2,0,0,1,2,1,53,46,45,42,46,232,REGULAR
15400,0,3,2,4,1,1,1,1,1,1,1,1,2,1,0,3,0,0,1,2,1,54,56,57,54,51,275,GANO
15401,0,0,2,3,0,1,1,1,1,1,1,1,3,2,0,0,0,0,1,2,1,54,36,49,50,46,236,REGULAR
15402,0,3,2,2,1,1,1,1,1,1,1,0,0,1,0,2,0,0,1,2,5,63,56,49,55,62,281,GANO
15403,0,3,2,3,1,0,1,1,1,0,0,0,2,1,1,1,0,0,1,2,4,46,45,48,37,58,225,REGULAR
15404,0,2,2,3,1,1,1,1,1,0,0,0,0,2,4,2,0,0,1,2,1,57,53,46,43,43,246,REGULAR
15405,0,2,2,3,1,1,1,1,1,0,0,0,3,0,1,3,0,0,1,2,4,75,56,59,63,55,313,GANO
15407,0,2,2,4,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,2,4,59,47,45,41,62,245,REGULAR
15408,0,2,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,3,42,43,41,43,44,212,REGULAR
15409,0,3,2,4,1,1,1,1,1,1,1,1,1,2,4,3,0,0,0,1,4,31,30,42,42,25,177,REGULAR
15410,0,2,2,3,1,1,1,1,0,0,1,1,1,1,2,3,0,0,1,2,5,60,59,52,50,86,288,GANO
15411,0,2,3,3,1,0,0,0,0,0,1,0,2,0,1,1,0,0,2,2,5,64,63,60,66,55,313,GANO
15412,0,3,2,2,1,1,1,1,1,1,1,1,0,2,4,3,0,0,3,2,1,51,33,38,32,46,195,REGULAR
15413,0,3,2,4,1,1,0,0,0,0,0,0,2,0,4,3,0,0,1,2,1,42,44,33,50,27,205,REGULAR
15414,0,3,3,3,1,1,1,1,1,1,1,0,1,0,1,2,0,0,1,2,1,67,70,70,70,79,350,GANO
15415,0,2,2,3,1,1,1,1,1,1,0,0,0,1,4,2,0,0,1,2,1,47,45,36,38,43,208,REGULAR
15417,0,3,2,3,1,1,1,1,1,0,1,1,0,2,1,3,0,0,2,2,1,57,62,61,46,68,287,GANO
15418,0,6,2,2,1,1,1,1,1,1,0,1,2,1,4,2,0,1,1,1,5,74,78,66,75,82,370,GANO
15419,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,46,48,47,48,34,231,REGULAR
15420,0,5,2,4,1,1,1,1,1,1,0,1,1,2,0,2,0,0,1,2,1,47,55,42,43,45,233,REGULAR
15423,0,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,46,59,50,47,58,255,GANO
15425,0,4,2,3,1,1,1,1,1,1,0,0,3,2,1,1,0,0,1,2,5,56,56,56,57,66,285,GANO
15426,0,2,2,2,1,1,1,1,0,0,1,1,1,1,2,2,0,0,2,2,1,59,46,46,45,46,244,REGULAR
15427,0,2,2,4,1,1,1,1,1,1,1,0,1,2,2,3,0,0,2,2,5,68,55,33,45,48,250,REGULAR
15431,0,5,2,5,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,2,5,59,57,50,54,66,279,GANO
15432,0,3,2,2,1,1,1,1,1,0,1,1,1,1,4,2,0,0,2,2,5,56,61,54,50,50,274,GANO
15433,0,2,3,4,1,1,1,1,1,1,0,0,1,0,3,2,0,0,2,2,1,70,72,76,69,83,363,GANO
