FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONINTERNET;COLE_BILINGUE;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL;CALIFICACION
6;1;1;1;0;1;1;2;1;2;1;1;72;77;75;76;82;378;0
4;1;1;1;1;1;0;2;2;3;0;1;73;70;62;62;67;334;0
3;1;1;1;1;0;1;1;1;2;0;1;68;69;66;65;55;330;0
3;1;1;1;1;1;0;2;1;3;0;1;72;68;70;49;75;328;0
4;1;1;1;1;1;0;2;1;0;0;1;57;56;58;56;57;284;0
3;1;1;1;0;1;0;1;1;0;0;5;61;51;45;49;46;255;0
3;1;1;1;1;1;0;3;1;3;0;5;68;71;63;62;69;331;0
6;1;1;1;1;1;1;1;2;3;0;5;58;55;58;45;62;273;0
2;1;1;1;0;0;0;2;1;0;0;1;69;61;50;59;49;295;0
2;1;1;1;0;0;0;2;2;1;0;1;75;75;70;65;74;357;0
3;1;1;1;1;1;0;3;1;2;0;1;100;64;67;68;75;374;0
6;1;1;1;1;1;1;2;1;3;1;5;66;67;66;66;82;337;0
5;1;1;1;1;1;0;3;0;1;1;5;75;59;65;65;85;337;0
5;1;1;1;1;1;1;2;1;2;1;5;66;70;63;66;81;337;0
6;1;1;1;1;1;1;3;2;3;1;5;61;56;57;52;78;291;0
4;1;1;1;1;1;1;2;1;2;0;5;56;59;56;53;61;282;0
4;1;1;1;1;1;1;3;1;3;1;5;72;78;69;65;83;360;0
4;1;1;1;1;1;0;3;1;2;1;5;72;66;65;63;82;338;0
4;1;1;1;1;1;0;3;1;2;0;5;74;66;69;68;86;353;0
5;1;1;1;1;0;0;2;0;1;1;5;72;72;58;61;84;336;0
4;1;1;1;1;1;1;2;1;2;0;5;61;58;56;62;78;303;0
6;1;1;1;1;1;1;3;1;2;1;5;68;75;66;74;83;358;0
5;1;1;1;1;1;1;1;0;2;0;1;66;74;69;68;72;347;0
4;1;1;1;1;1;1;2;1;3;1;5;66;62;70;75;78;345;0
4;1;1;1;1;0;0;3;1;3;0;5;67;66;60;56;75;316;0
5;1;1;1;1;1;1;3;0;3;0;5;73;77;66;70;84;362;0
6;1;1;1;1;1;1;3;1;3;1;5;51;53;58;55;69;277;0
6;1;1;1;1;1;1;2;1;3;1;5;77;67;67;68;82;353;0
6;1;1;1;1;1;1;2;1;2;1;5;71;65;64;61;78;331;0
5;1;1;1;1;1;1;1;1;2;1;5;67;70;59;65;100;340;0
4;1;1;1;1;1;0;2;1;3;1;5;72;73;72;80;87;376;0
6;1;1;1;1;1;1;3;2;2;1;5;69;70;65;68;82;345;0
6;1;1;1;1;1;1;3;2;3;1;5;56;55;56;54;76;284;0
4;1;0;1;1;0;1;1;1;2;0;5;66;67;69;60;69;329;0
3;1;1;1;1;1;0;2;1;0;0;1;75;67;72;73;81;362;0
5;1;1;1;1;0;1;3;2;3;0;2;71;69;57;68;82;337;0
6;1;1;1;1;1;1;3;1;3;1;5;68;72;71;67;76;350;0
4;1;0;1;1;1;1;2;1;3;0;5;66;72;65;77;84;355;0
3;1;1;1;1;0;1;1;1;2;0;1;71;62;60;64;76;326;0
6;1;1;1;1;1;1;1;2;3;1;5;76;76;69;71;85;370;0
6;1;1;1;1;1;1;2;1;3;0;5;61;63;59;63;74;312;0
6;1;1;1;1;1;1;3;1;0;0;5;68;75;59;64;80;338;0
6;1;1;1;1;1;1;3;2;3;1;5;78;100;73;76;85;410;0
5;1;1;1;1;1;1;2;2;1;1;5;61;63;64;66;78;323;0
6;1;1;1;1;1;1;2;2;2;0;5;50;60;64;51;78;290;0
4;1;1;1;1;1;1;2;1;1;1;5;69;76;73;68;85;363;0
2;1;1;1;0;0;0;0;1;3;0;1;33;44;36;28;48;181;2
6;1;1;1;1;1;1;2;1;3;1;5;72;68;67;63;85;344;0
4;1;1;1;1;1;1;2;1;3;1;5;67;68;66;70;74;341;0
6;1;1;1;1;1;1;2;1;3;1;5;61;57;64;67;79;318;0
5;1;1;1;1;1;1;2;2;2;1;5;76;63;67;70;82;350;0
3;1;1;1;1;1;0;2;2;2;0;1;59;72;61;56;63;310;0
5;1;1;1;1;1;0;3;1;2;0;5;59;62;60;31;51;264;0
4;1;1;1;1;1;0;2;0;3;0;1;52;52;49;38;49;239;2
5;1;1;1;1;1;1;2;2;3;1;5;73;75;72;69;77;363;0
4;1;1;1;1;1;0;2;2;2;1;5;68;59;59;59;77;312;0
5;1;1;1;1;1;1;2;2;2;0;5;66;67;61;56;80;319;0
6;1;1;1;1;1;1;3;2;2;1;5;70;64;57;60;83;322;0
6;1;1;1;1;1;0;2;1;1;1;5;72;69;69;74;81;359;0
4;1;1;1;1;1;1;2;1;2;1;5;60;77;64;65;82;338;0
6;1;1;1;1;1;1;2;0;3;0;5;66;64;54;45;85;297;0
5;1;1;1;1;0;1;2;2;2;0;5;78;75;71;69;85;371;0
6;1;1;1;1;1;1;2;1;1;1;5;72;78;63;63;86;352;0
6;1;1;1;1;1;0;3;1;2;1;5;59;69;65;68;83;333;0
4;1;1;1;1;1;1;0;1;2;0;2;52;51;47;41;72;248;2
5;1;1;1;1;1;1;1;2;2;1;5;51;49;42;29;74;226;2
6;1;1;1;1;1;1;3;1;2;1;5;60;54;51;54;76;282;0
5;1;1;1;1;1;1;2;1;2;1;5;78;77;65;66;83;362;0
6;1;1;1;1;1;1;1;1;1;1;5;68;72;55;53;80;317;0
6;1;1;1;1;1;1;3;2;3;0;5;71;83;76;85;100;402;0
5;1;1;1;1;1;0;2;1;2;0;5;67;77;72;63;83;354;0
4;1;1;1;1;1;1;3;1;3;0;5;67;69;60;65;82;333;0
4;1;1;1;1;1;1;3;1;3;1;5;73;71;66;75;78;359;0
4;1;1;1;1;1;1;3;2;3;1;5;66;69;59;66;76;329;0
5;1;1;1;1;1;1;2;0;2;1;5;61;45;50;44;81;262;0
5;1;1;1;1;1;0;2;2;2;1;5;67;77;67;54;77;335;0
4;1;1;1;1;1;1;1;1;2;1;5;66;65;63;65;78;329;0
5;1;1;1;1;1;0;2;1;1;1;5;66;68;62;66;80;333;0
4;1;1;1;1;1;1;3;1;3;1;5;61;83;65;68;81;351;0
5;1;1;1;1;1;0;1;1;3;1;5;71;69;60;67;82;340;0
5;1;1;1;1;1;0;3;2;2;1;5;66;75;66;66;82;347;0
3;0;1;1;0;0;0;0;0;2;0;4;44;48;48;37;48;223;2
3;1;1;1;0;1;1;2;1;1;0;5;77;65;68;82;83;369;0
3;1;1;0;1;0;1;1;2;2;0;1;64;35;47;48;50;243;2
3;1;1;1;1;1;1;2;1;3;0;5;72;75;68;72;78;361;0
3;1;1;1;0;0;0;0;2;3;0;1;82;77;72;70;77;377;0
3;1;0;1;1;0;1;0;2;3;0;5;72;62;53;57;70;308;0
2;1;0;1;0;1;0;1;0;3;0;1;60;54;50;45;54;262;0
6;1;1;1;1;1;1;3;2;2;1;5;58;48;45;41;76;251;0
6;1;1;1;1;1;1;2;2;2;0;5;75;81;77;78;82;390;0
6;1;1;1;1;1;1;3;1;3;0;5;62;72;63;61;82;329;0
6;1;1;1;1;1;1;2;1;0;0;5;61;67;70;67;77;335;0
6;1;1;1;1;1;1;2;1;3;0;5;68;73;65;64;83;343;0
6;1;1;1;1;1;0;3;1;2;1;5;74;73;72;75;77;369;0
6;1;1;1;1;1;1;3;2;3;0;5;70;75;69;70;82;359;0
3;1;1;1;0;1;1;1;1;3;0;4;50;46;35;38;38;210;2
4;1;1;1;1;1;0;0;1;1;1;1;75;83;74;71;100;388;0
6;1;1;1;1;1;1;2;2;1;0;5;72;74;71;67;73;356;0
2;0;1;0;0;0;0;3;0;4;0;1;75;64;67;70;71;346;0
3;1;1;1;1;1;1;0;0;2;0;1;60;56;58;57;60;290;0
4;1;1;1;1;0;0;2;1;3;0;1;79;69;73;73;50;358;0
4;1;1;1;0;1;0;1;1;3;0;1;76;69;69;80;74;368;0
2;1;1;0;0;0;0;1;1;1;0;1;64;71;62;66;66;329;0
2;1;1;1;0;0;0;2;1;2;0;3;65;64;66;53;59;309;0
1;1;1;1;1;1;0;1;2;1;0;2;54;50;50;46;49;250;2
5;1;1;1;1;1;1;2;2;2;0;5;74;73;75;73;100;379;0
3;1;0;0;1;1;1;3;1;2;0;5;64;84;76;71;100;379;0
6;1;1;1;1;1;1;3;1;3;0;5;73;77;69;74;100;377;0
6;1;1;1;1;1;1;3;2;3;0;5;62;60;54;51;71;289;0
4;1;1;1;1;1;1;2;1;3;1;5;74;76;73;79;85;381;0
4;1;1;1;1;1;1;2;1;3;0;5;62;69;67;69;78;338;0
3;1;1;1;0;0;0;2;1;3;1;5;60;47;56;59;72;284;0
5;1;1;1;1;1;0;2;1;3;1;5;61;78;70;60;82;342;0
4;1;1;1;1;1;1;2;1;2;1;5;75;64;63;72;81;347;0
5;1;1;1;1;1;1;3;1;1;1;5;61;65;57;66;83;319;0
5;1;1;1;1;1;1;1;2;3;0;5;54;63;56;57;84;298;0
5;1;1;1;1;1;1;2;1;2;0;5;55;68;60;60;83;312;0
5;1;1;1;1;1;1;2;1;3;1;5;63;61;65;64;78;322;0
6;1;1;1;1;1;1;2;2;3;1;5;60;62;63;54;79;306;0
3;0;0;1;1;1;0;1;1;2;1;5;62;73;60;61;70;322;0
5;1;1;1;1;1;1;0;1;3;0;5;68;73;100;75;85;397;0
4;1;1;1;1;1;1;2;1;3;0;5;66;56;47;50;63;277;0
5;1;1;1;1;1;1;2;1;2;0;5;69;71;66;71;72;347;0
5;1;1;1;1;1;1;2;2;2;1;5;56;72;64;59;77;319;0
3;1;1;1;1;1;1;2;0;2;0;5;52;48;55;48;69;261;0
5;1;1;1;1;1;1;2;2;3;0;5;63;70;58;58;82;319;0
3;1;1;1;0;1;1;1;0;3;0;4;48;55;30;50;61;235;2
2;1;1;1;1;1;0;0;2;2;0;5;62;59;55;54;60;288;0
2;1;1;1;1;0;1;0;1;2;0;1;60;63;60;58;49;297;0
3;1;1;1;0;1;0;1;1;2;0;5;50;60;48;51;61;265;0
2;1;1;1;0;0;0;1;1;2;0;1;65;57;53;45;58;276;0
2;1;1;1;1;1;1;1;2;2;0;1;58;49;60;55;53;277;0
2;1;0;1;0;0;0;1;0;1;0;5;77;71;71;72;84;368;0
4;1;1;1;1;1;1;0;1;2;0;1;55;64;59;48;58;283;0
4;1;1;1;1;0;1;1;1;2;0;5;64;63;62;64;77;322;0
5;1;1;1;1;1;1;2;0;1;0;5;64;72;55;60;88;323;0
6;1;1;1;1;1;1;2;1;3;0;5;75;68;44;48;81;302;0
5;1;1;1;1;1;0;2;1;3;1;5;76;73;74;71;100;378;0
4;1;1;1;1;1;1;3;1;2;1;5;78;75;77;77;85;387;0
5;1;1;1;1;1;1;3;2;3;1;5;64;66;69;55;76;322;0
4;1;1;1;1;1;1;2;2;0;1;5;70;69;63;66;78;339;0
5;1;1;1;1;1;1;2;1;2;0;5;75;76;70;70;84;368;0
6;1;1;1;1;1;1;3;1;2;1;5;67;72;72;75;83;362;0
5;1;1;1;1;1;0;3;1;2;0;5;67;66;57;67;69;323;0
4;1;1;1;1;1;1;2;2;2;0;5;49;54;50;59;52;265;0
2;1;1;1;1;0;0;1;1;1;0;1;48;46;44;36;42;217;2
5;1;1;1;1;1;1;2;2;1;0;5;61;62;57;57;65;298;0
4;1;1;1;1;1;0;2;1;2;0;5;71;66;75;68;76;352;0
4;1;1;1;1;1;1;2;1;2;0;1;59;73;65;71;73;337;0
5;1;1;1;1;0;1;3;1;3;1;5;73;74;65;80;65;362;0
5;1;1;1;1;1;1;2;1;2;1;5;66;83;74;79;88;382;0
5;1;1;1;1;1;1;2;0;3;1;5;56;38;43;49;75;243;2
6;1;1;1;1;1;1;3;2;2;1;5;68;67;67;68;85;344;0
5;1;1;1;1;1;1;3;1;2;1;5;67;70;70;67;81;347;0
4;1;1;1;1;1;1;2;0;3;1;1;71;76;63;63;83;347;0
5;1;1;1;1;1;1;3;0;2;1;5;65;74;68;68;76;347;0
6;1;1;1;1;1;1;3;1;2;1;5;78;77;70;79;86;384;0
5;1;1;1;1;1;1;2;1;2;1;5;66;77;73;68;83;360;0
4;1;1;1;1;1;0;3;0;3;1;5;66;75;63;58;100;341;0
6;1;1;1;1;1;1;3;2;2;0;5;72;67;72;70;80;355;0
4;1;1;1;1;1;1;1;1;3;1;5;72;66;61;65;78;335;0
6;1;0;1;1;1;1;2;1;2;1;5;71;76;67;69;85;359;0
5;1;1;1;1;1;1;2;1;1;0;5;62;61;57;55;83;303;0
4;1;1;1;1;1;1;0;1;3;0;5;69;71;65;70;76;347;0
5;1;1;1;1;1;1;1;0;2;0;5;70;75;76;81;88;382;0
4;1;1;1;0;1;0;1;0;3;0;5;65;55;62;55;60;297;0
2;1;0;0;0;0;0;1;1;2;0;5;59;67;55;57;64;299;0
6;1;1;1;1;1;0;1;0;3;1;5;63;64;53;65;80;313;0
5;1;1;1;1;0;0;2;1;0;1;5;63;59;56;54;81;299;0
3;1;1;1;0;1;0;2;1;2;0;1;56;55;62;52;68;286;0
3;1;1;1;0;1;0;1;1;2;0;1;61;51;51;46;68;267;0
3;1;1;1;0;0;1;0;2;2;0;1;67;62;61;65;70;321;0
6;1;1;1;1;1;0;2;1;3;0;5;68;67;60;68;78;333;0
2;1;1;1;0;1;0;3;1;2;0;1;50;56;52;41;48;248;2
5;1;1;1;1;1;1;0;1;3;0;1;63;45;50;60;41;267;0
5;1;1;1;1;1;1;2;1;2;1;5;61;70;59;68;75;327;0
6;1;1;1;1;1;1;2;2;3;1;5;62;58;57;59;84;305;0
6;1;1;1;1;1;0;3;1;0;1;5;78;72;65;77;84;369;0
4;1;1;1;1;1;0;3;1;3;0;5;74;72;77;74;100;381;0
5;1;1;1;1;1;1;3;1;2;1;5;72;61;61;69;73;332;0
5;1;1;1;1;1;1;3;1;3;1;5;66;63;64;70;77;333;0
3;1;1;1;1;1;1;2;0;3;1;5;49;76;71;70;81;338;0
5;1;1;1;1;1;0;3;2;2;1;5;73;81;70;75;100;383;0
4;1;1;1;1;1;0;3;1;1;1;5;74;78;74;75;82;379;0
6;1;1;1;1;1;1;3;1;3;0;5;73;57;66;60;83;327;0
5;1;1;1;1;1;1;2;2;2;0;3;73;65;59;59;70;322;0
6;1;1;1;1;1;1;3;1;3;0;5;72;75;75;76;80;375;0
4;1;1;1;1;0;1;3;1;3;0;3;48;42;49;29;50;213;2
2;1;1;1;1;1;1;1;1;2;0;5;66;63;62;58;60;310;0
5;1;1;1;1;1;1;3;1;3;1;1;70;75;74;62;83;356;0
5;1;1;1;1;1;1;1;1;3;1;1;63;63;63;64;69;318;0
4;1;1;1;1;1;0;0;1;0;0;1;53;39;35;42;68;221;2
4;1;1;1;1;1;0;1;2;3;0;1;77;79;79;70;75;381;0
5;1;1;1;0;0;0;3;0;4;0;5;51;56;38;41;46;232;2
2;1;0;1;1;1;0;2;1;0;0;1;78;80;71;77;73;381;0
4;1;1;1;1;1;1;0;1;3;0;5;70;70;68;63;52;333;0
6;1;1;1;1;1;1;2;2;2;1;5;63;78;66;70;86;353;0
5;1;1;1;1;1;0;3;2;2;1;5;76;78;68;68;85;367;0
3;1;1;1;1;1;0;3;1;2;0;5;64;68;53;56;79;308;0
4;1;1;1;1;1;1;2;1;2;1;5;72;68;71;66;88;353;0
4;1;1;1;1;0;0;3;0;2;0;2;52;50;59;51;52;265;0
4;1;1;1;1;1;1;2;1;2;1;5;69;73;75;75;86;370;0
5;1;1;1;1;1;1;2;0;2;0;5;70;74;68;69;88;358;0
4;1;1;1;1;1;1;3;2;3;1;5;69;66;69;63;79;338;0
4;1;1;1;0;0;0;2;2;1;1;5;70;74;68;81;80;369;0
3;1;1;1;0;1;0;3;0;2;0;5;61;69;67;54;56;311;0
5;1;1;1;1;1;1;2;1;2;0;5;71;67;68;74;67;349;0
4;1;1;1;1;1;0;2;2;3;0;5;68;56;58;56;58;297;0
4;1;1;1;1;1;0;2;1;2;1;5;72;76;66;76;83;367;0
3;1;1;1;1;1;0;1;1;3;0;5;63;58;63;63;76;314;0
2;1;1;1;0;1;1;2;1;2;0;1;51;50;45;38;55;233;2
3;1;1;1;1;1;0;0;0;2;0;1;49;52;56;55;57;267;0
5;1;1;1;1;1;1;3;1;3;1;5;70;60;60;63;81;323;0
5;1;1;1;1;1;0;2;2;2;0;1;54;60;58;45;56;272;0
4;1;1;1;1;1;0;1;1;2;0;1;54;41;49;43;0;216;2
5;1;1;1;1;1;0;3;1;2;1;5;72;72;72;69;100;367;0
3;1;1;1;1;1;0;1;1;2;1;5;61;67;62;60;74;317;0
6;1;1;1;1;0;1;3;0;2;0;5;75;65;66;68;85;349;0
6;1;1;1;1;1;1;1;2;2;1;5;68;77;78;70;83;370;0
3;1;1;1;1;1;0;2;2;1;1;5;74;57;59;64;84;325;0
6;1;1;1;1;1;1;2;1;1;1;5;59;58;56;49;77;286;0
4;1;1;1;1;1;1;2;1;1;1;5;68;69;57;67;86;334;0
5;1;1;1;1;1;1;2;2;2;1;5;63;66;65;71;79;336;0
6;1;1;1;1;1;1;3;1;3;0;5;77;100;74;100;88;439;0
6;1;1;1;1;1;0;2;2;2;0;5;77;67;58;66;80;340;0
4;1;1;1;1;1;0;0;2;1;1;5;61;51;52;47;76;273;0
5;1;1;1;0;0;1;1;2;2;0;5;68;74;74;63;84;354;0
6;1;1;1;1;1;0;2;1;2;1;5;70;68;72;64;81;347;0
4;1;1;1;1;1;1;2;1;2;1;5;68;77;71;74;83;367;0
6;1;1;1;1;1;1;2;1;3;1;5;71;65;64;55;83;326;0
3;1;1;1;1;1;1;0;1;1;0;4;45;43;49;30;66;218;2
3;1;1;1;0;0;0;2;1;3;0;1;71;58;60;70;74;327;0
4;1;0;1;1;0;0;2;2;2;0;1;65;65;61;51;68;305;0
3;1;0;1;0;1;0;1;1;3;0;4;41;31;44;39;42;195;2
6;1;1;1;1;1;1;2;2;1;1;5;68;64;62;62;71;323;0
5;1;1;1;1;1;1;3;1;3;1;5;81;60;63;70;83;348;0
3;1;1;1;1;1;0;3;1;3;1;5;66;63;51;52;82;299;0
6;1;1;1;1;1;1;2;1;1;1;5;63;72;65;52;79;321;0
6;1;1;1;1;1;1;2;2;3;1;5;69;58;54;49;70;292;0
6;1;1;1;1;1;1;2;0;3;1;5;54;62;62;66;78;312;0
6;1;1;1;1;1;1;2;0;2;1;5;66;58;62;57;86;313;0
6;1;1;1;1;1;1;3;2;2;1;5;80;78;78;78;88;396;0
6;1;1;1;1;1;1;3;1;2;1;5;69;67;63;73;77;343;0
4;1;1;1;1;1;1;3;2;3;0;5;57;63;55;51;70;288;0
4;1;1;1;1;1;0;2;2;2;0;1;63;65;64;64;71;323;0
2;1;1;1;0;0;0;2;1;3;0;1;64;46;52;61;53;278;0
4;1;1;1;0;0;0;2;1;2;0;1;69;52;53;65;73;304;0
6;1;1;1;1;1;1;2;1;1;1;5;80;73;73;78;100;389;0
2;1;1;1;1;1;0;3;2;2;0;5;60;67;46;56;50;283;0
5;1;1;1;1;1;1;2;1;2;1;5;62;62;60;38;72;284;0
5;1;1;1;1;1;1;3;0;3;1;5;78;76;75;73;83;380;0
4;1;1;1;1;1;1;3;1;3;1;5;68;82;69;76;82;372;0
6;1;1;1;1;0;1;2;2;3;0;5;65;68;58;57;83;318;0
6;1;1;1;1;1;1;3;2;3;1;5;73;77;72;61;86;360;0
4;1;1;1;1;1;1;3;1;2;1;5;70;79;69;71;83;365;0
5;1;1;1;1;1;1;3;2;3;1;5;70;81;73;69;100;377;0
6;1;1;1;1;1;1;2;1;2;1;5;68;83;72;69;83;369;0
5;1;1;1;1;1;1;0;2;1;1;5;64;65;62;47;75;303;0
4;1;1;1;1;1;1;2;1;1;1;5;63;58;58;48;75;291;0
4;1;1;1;1;1;1;2;2;3;0;5;63;75;68;66;73;342;0
3;1;1;1;1;1;0;1;1;3;0;4;65;72;64;66;63;332;0
6;1;1;1;1;1;1;2;2;3;0;1;57;48;47;49;75;261;0
6;1;1;1;1;1;0;1;1;2;0;5;68;66;70;65;79;341;0
5;1;1;1;1;1;1;2;2;3;0;5;73;70;70;72;80;360;0
6;1;1;1;1;1;1;3;2;1;0;5;53;66;30;58;74;267;0
4;1;1;1;1;1;1;2;1;2;1;5;69;79;69;75;87;370;0
6;1;1;1;1;1;1;2;1;3;1;5;77;70;73;75;86;373;0
6;1;1;1;1;1;1;2;2;2;1;5;74;71;66;71;85;358;0
6;1;1;1;1;1;0;3;1;2;1;5;62;61;53;54;80;296;0
4;1;1;1;1;0;1;0;1;2;1;5;70;75;73;77;86;373;0
4;1;1;1;1;1;1;2;0;3;1;5;63;65;68;59;85;327;0
3;1;1;0;1;0;0;2;0;0;0;3;50;36;35;34;49;198;2
2;1;1;1;1;1;0;0;0;0;0;1;53;57;62;60;58;290;0
5;1;1;1;1;1;0;3;1;2;0;1;77;77;74;77;77;382;0
3;1;1;1;1;0;1;2;1;3;0;1;77;79;72;69;79;373;0
2;1;1;1;1;1;0;2;1;0;0;1;63;57;65;60;58;305;0
6;1;1;1;1;1;1;3;2;3;1;5;76;68;76;74;81;370;0
5;1;1;1;1;1;0;3;1;2;0;5;77;83;71;76;81;385;0
5;1;1;1;1;0;1;3;2;2;1;5;61;71;58;36;86;294;0
4;1;1;1;1;1;1;3;1;3;1;5;72;71;69;68;87;357;0
3;1;1;0;0;0;0;0;1;2;0;4;48;37;39;35;47;202;2
6;1;1;1;1;1;1;2;1;2;0;5;64;68;70;74;83;350;0
5;1;1;1;1;1;0;3;2;2;1;5;71;61;59;61;100;329;0
5;1;1;1;1;1;1;3;1;2;1;5;71;67;42;62;76;308;0
5;1;1;1;1;1;0;3;1;1;1;5;77;75;70;68;81;366;0
6;1;1;1;1;1;1;3;1;1;1;5;68;71;68;78;81;360;0
4;1;0;1;0;1;0;2;0;0;0;5;80;72;66;66;71;355;0
1;1;1;1;0;1;1;0;1;2;0;1;66;66;69;61;60;325;0
4;1;1;1;1;1;1;2;2;3;0;5;67;72;62;60;84;333;0
6;1;1;1;1;1;1;3;2;3;0;1;82;78;76;78;79;393;0
5;1;1;1;1;1;1;2;1;1;1;5;66;64;66;55;76;319;0
4;1;1;1;1;1;1;2;2;1;0;5;68;75;70;67;78;353;0
5;1;1;1;1;1;1;3;2;2;1;5;72;69;67;66;76;345;0
5;1;1;1;1;1;1;2;1;3;0;5;77;73;73;62;84;361;0
4;1;1;1;1;1;1;3;1;3;0;5;85;100;81;80;83;431;0
5;1;1;1;1;1;1;2;2;2;0;5;71;68;62;64;80;337;0
3;1;1;1;0;1;0;0;0;1;0;5;65;67;60;62;78;323;0
4;1;0;1;1;1;1;3;1;2;1;5;79;83;74;76;85;393;0
6;1;1;1;1;1;1;2;2;2;1;5;58;73;65;61;80;327;0
5;1;1;1;1;1;1;2;2;3;0;5;56;55;55;54;76;283;0
5;1;1;1;1;1;1;3;2;3;0;5;71;100;76;67;87;396;0
4;1;1;1;1;1;1;2;1;3;0;5;61;73;70;73;73;348;0
6;1;1;1;1;1;1;2;1;1;1;5;63;57;65;66;78;320;0
4;1;1;1;1;1;0;3;1;3;0;5;65;76;67;62;80;342;0
4;1;1;1;1;1;1;3;1;3;0;5;64;71;73;75;80;357;0
3;1;0;1;1;1;1;3;2;2;0;5;75;65;62;60;74;331;0
3;1;0;1;0;0;0;1;0;3;0;1;71;61;65;73;75;340;0
2;1;1;1;1;0;1;3;1;3;0;5;70;57;58;64;52;307;0
2;1;1;1;1;1;0;1;2;2;0;5;57;57;55;50;63;277;0
2;1;1;1;1;1;0;3;1;1;0;0;38;43;36;42;49;202;2
3;1;1;1;1;1;0;1;1;2;0;5;53;49;49;45;59;249;2
6;1;1;1;1;1;1;3;1;2;1;5;57;100;72;73;84;381;0
5;1;1;1;1;1;1;2;1;3;1;5;72;73;78;69;84;369;0
4;1;1;1;1;1;1;3;2;2;1;5;67;69;52;68;84;328;0
2;1;0;1;1;0;1;2;1;3;0;1;69;70;69;66;56;338;0
4;1;1;1;1;0;0;2;1;2;0;1;49;50;51;45;61;248;2
3;1;1;1;1;1;0;2;1;2;0;5;66;78;69;66;70;349;0
3;1;1;1;1;0;1;2;1;3;0;1;55;51;49;41;55;247;2
6;1;1;1;1;1;1;3;1;2;1;5;63;77;64;68;83;346;0
3;1;1;1;1;0;1;2;2;3;1;5;71;71;65;65;82;345;0
6;1;1;1;1;1;1;2;1;2;0;5;67;66;65;65;79;334;0
6;1;1;1;1;1;1;3;2;3;1;5;63;56;61;60;81;308;0
3;1;1;1;0;0;1;1;2;1;0;4;36;43;41;40;51;204;2
3;1;1;1;1;1;1;0;2;0;0;1;38;41;36;31;49;187;2
6;1;1;1;1;1;1;2;1;3;0;5;52;53;62;53;81;285;0
6;1;1;1;1;1;1;3;1;2;0;5;64;69;65;63;82;333;0
6;1;1;1;1;1;1;2;1;2;1;5;67;80;74;76;88;377;0
6;1;1;1;1;1;1;2;2;3;1;5;72;81;75;69;88;377;0
4;1;1;1;1;1;0;3;1;1;1;5;66;67;71;75;100;360;0
3;1;1;1;1;1;1;2;1;3;1;5;54;62;58;62;67;298;0
6;1;1;1;1;1;1;3;1;1;1;5;65;68;64;58;83;326;0
6;1;1;1;1;1;0;3;1;1;1;5;76;68;70;75;87;367;0
6;1;1;1;1;1;1;2;1;3;1;5;69;72;71;74;88;364;0
4;1;1;1;1;1;1;3;1;2;1;5;76;100;75;75;86;409;0
6;1;1;1;1;1;0;3;1;0;1;5;74;100;75;80;100;418;0
4;1;1;1;1;1;1;2;1;2;1;5;73;76;72;77;87;377;0
2;1;1;1;1;0;1;1;2;2;0;3;63;49;44;54;58;265;0
4;1;0;0;0;1;0;2;1;2;0;1;65;54;50;55;60;282;0
3;1;1;1;1;1;1;2;1;2;0;5;75;100;78;77;78;411;0
2;1;1;1;1;1;0;3;1;2;0;5;64;74;48;63;73;315;0
4;1;1;1;1;1;1;2;1;1;0;5;71;65;65;66;68;334;0
5;1;1;1;1;1;1;2;1;3;0;1;68;68;60;43;69;302;0
3;1;1;1;0;1;1;1;1;3;0;1;67;61;65;65;63;322;0
2;1;1;1;0;1;1;2;1;1;0;5;57;55;51;55;68;278;0
2;1;1;1;1;1;0;3;1;2;0;5;59;54;53;52;55;273;0
3;1;1;1;1;1;1;3;2;1;0;5;63;75;67;65;84;344;0
4;1;1;1;1;1;1;2;0;3;1;5;75;77;75;76;82;381;0
3;1;0;1;0;0;0;2;0;3;0;1;49;49;48;56;44;250;2
4;1;1;1;1;1;1;2;1;3;0;1;69;52;58;68;86;318;0
5;1;1;1;1;1;1;3;2;2;1;5;72;72;67;64;86;350;0
6;1;1;1;1;1;1;2;1;1;0;5;71;64;69;68;83;346;0
5;1;1;1;1;1;1;1;1;3;1;5;55;44;50;49;71;256;0
5;1;1;1;1;1;1;3;1;3;0;5;63;69;62;68;81;333;0
4;1;1;1;1;1;0;0;1;1;1;5;70;68;65;65;87;343;0
4;1;1;1;1;1;1;3;1;3;1;5;69;58;55;68;83;320;0
6;1;1;1;1;1;1;1;2;3;1;5;64;55;53;56;86;296;0
2;1;1;1;1;1;1;2;1;3;0;5;62;72;59;58;59;312;0
2;1;1;1;0;0;0;1;0;0;0;0;52;40;45;39;42;219;2
3;1;0;1;0;0;0;0;1;2;0;1;60;65;65;57;60;308;0
6;1;1;1;1;1;1;2;1;3;1;5;72;64;63;69;79;340;0
